record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R007942,Eucalyptus globulus var5,Blue gum (var5),tree,Oceania,New Zealand,2018,3.978,40.544,0.55,359.995,108.398,220.145,807.197,0.2201,0.8072,0.1,0.32,0.01,1.467,71.502,0.5,15.9,1035.3,Loam-Clay,1.858,505.2,44.486227,-17.615588,13.49,campus,24.57,low,LC,0.283,13.82,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007943,Acer platanoides var6,Norway maple (var6),tree,Europe,Germany,2017,2.018,18.34,0.43,29.221,7.885,17.44,63.946,1.0164,3.7269,5.83,-2.48,0.01,3.201,56.328,0.5,16.59,1399.6,Silty,1.634,375.9,-57.682107,11.786736,14.53,natural_forest,88.41,low,CR,0.189,13.93,0,0.492,Hybrid-synthetic (modeled from literature distributions)
R007944,Tagetes erecta var8,Marigold (var8),flower,Asia,India,2024,0.259,0.0,,0.257,0.052,0.145,0.532,0.0355,0.13,24.44,-0.46,0.2431,1.69,0.509,0.05,24.53,1103.3,Chalky,2.861,73.6,-27.436081,-166.357284,43.86,garden,14.97,moderate,LC,0.062,19.79,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007945,Alnus glutinosa,Alder (common),tree,Asia,India,2016,23.628,49.411,0.317,1831.197,528.03,1108.837,4065.735,9.1959,33.7182,0.83,-1.31,0.0252,2.589,74.39,1.74,29.01,1670.9,Clay,0.166,0.0,14.908167,-22.91012,63.82,urban_park,12.98,moderate,EN,0.904,7.43,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007946,Acacia senegal var3,Gum acacia (var3),tree,South America,Peru,2023,10.832,41.938,0.701,1335.379,456.494,842.18,3087.994,54.0689,198.2525,6.42,2.31,0.01,4.408,62.784,1.032,26.01,200.0,Sandy,2.144,812.6,-8.753572,149.66339,38.0,roadside,40.49,low,DD,0.395,0.36,0,0.2,Hybrid-synthetic (modeled from literature distributions)
R007947,Prunus domestica var2,Plum (var2),tree,Africa,Tanzania,2022,12.853,24.079,0.483,359.977,86.932,210.047,770.174,11.4252,41.8924,5.44,2.46,0.0249,3.866,23.243,1.729,16.08,147.4,Chalky,0.991,562.5,11.328171,172.170586,48.84,green_roof,13.67,high,VU,0.499,5.84,0,0.146,Hybrid-synthetic (modeled from literature distributions)
R007948,Picea abies var7,Norway spruce (var7),tree,South America,Chile,2002,7.163,10.538,0.349,27.774,7.742,16.693,61.208,1.6417,6.0196,9.83,-3.85,0.0151,2.277,42.257,0.583,24.05,1181.8,Peaty,3.392,821.7,-0.064911,98.120708,28.19,residential_yard,24.56,moderate,LC,0.5,18.54,1,0.097,Hybrid-synthetic (modeled from literature distributions)
R007949,Betula pendula var4,Silver birch (var4),tree,South America,Colombia,2011,2.42,15.537,0.444,25.916,8.194,16.031,58.782,1.0582,3.8799,6.6,0.52,0.01,3.547,113.913,1.299,21.96,1165.1,Clay,2.762,539.0,17.581743,174.245034,31.95,community_garden,58.66,none,CR,0.411,21.33,0,0.131,Hybrid-synthetic (modeled from literature distributions)
R007950,Prunus africana var8,African cherry (var8),tree,North America,Mexico,2001,13.154,35.079,0.548,887.706,197.478,510.036,1870.133,45.6111,167.2408,8.94,3.5,0.01,4.783,22.063,0.734,7.4,685.0,Chalky,1.775,889.1,30.705462,100.225446,15.88,green_roof,33.22,moderate,CR,0.76,6.17,0,0.199,Hybrid-synthetic (modeled from literature distributions)
R007951,Terminalia brownii var3,Terminalia (var3),tree,Europe,Italy,2015,7.95,61.532,0.644,1939.961,652.448,1218.432,4467.584,103.5404,379.648,8.5,0.89,0.01,4.186,72.618,1.031,11.64,576.0,Sandy,3.18,130.3,39.103654,153.811412,6.72,green_roof,15.54,high,EN,0.887,34.94,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007952,Tectona grandis var7,Teak (var7),tree,Asia,India,2023,14.453,60.85,0.333,1781.862,417.621,1033.757,3790.443,77.0244,282.423,7.45,-2.29,0.0107,1.882,71.65,1.446,23.57,473.3,Sandy,2.685,1045.9,-59.500268,-155.729103,23.57,green_roof,47.07,high,LC,0.834,4.01,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007953,Zinnia elegans var4,Zinnia (var4),flower,Oceania,New Zealand,2008,1.242,0.0,,0.316,0.064,0.178,0.654,0.0018,0.0065,1.0,0.75,0.3416,0.986,0.777,0.05,17.7,758.3,Chalky,2.71,751.1,25.197278,-80.473692,38.31,natural_forest,117.02,none,VU,0.814,16.11,1,0.167,Hybrid-synthetic (modeled from literature distributions)
R007954,Quercus robur var6,English oak (var6),tree,Africa,Uganda,2024,21.42,41.324,0.423,1546.835,498.637,961.372,3525.03,82.3881,302.0895,8.57,0.2,0.0109,2.995,1.0,1.319,25.56,686.9,Chalky,1.16,616.3,-57.180604,-148.039746,14.48,campus,43.8,moderate,LC,0.605,24.05,0,0.152,Hybrid-synthetic (modeled from literature distributions)
R007955,Prunus domestica var6,Plum (var6),tree,North America,Mexico,2011,8.728,53.864,0.451,1141.75,318.536,686.334,2516.559,24.3582,89.3135,3.55,-0.33,0.01,3.165,88.813,0.674,5.91,948.8,Loam-Clay,1.418,953.3,27.074032,75.142531,15.54,natural_forest,76.99,high,LC,0.819,21.83,0,0.227,Hybrid-synthetic (modeled from literature distributions)
R007956,Alnus glutinosa,Alder (common),tree,Africa,Tanzania,2019,15.494,47.299,0.6,2079.812,525.096,1224.307,4489.124,90.6236,332.2865,7.4,2.28,0.0231,1.832,106.709,1.852,23.39,985.8,Sandy,3.537,602.6,-49.681908,-34.07791,32.39,green_roof,29.24,moderate,DD,0.224,1.01,0,0.179,Hybrid-synthetic (modeled from literature distributions)
R007957,Terminalia brownii var3,Terminalia (var3),tree,North America,Canada,2015,20.433,33.755,0.463,1077.273,352.739,672.106,2464.388,25.8601,94.8203,3.85,-0.1,0.0267,2.982,54.956,1.565,-0.86,668.6,Peaty,2.881,809.1,49.047629,-93.331655,13.54,campus,16.28,high,CR,0.573,9.15,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007958,Betula pendula var8,Silver birch (var8),tree,South America,Brazil,2019,13.037,48.248,0.704,2135.419,623.389,1296.64,4754.346,13.5064,49.5235,1.04,-1.46,0.0294,1.714,80.09,1.252,22.06,1770.8,Clay,3.806,448.3,-11.066815,-64.884327,31.08,community_garden,16.62,moderate,NT,0.442,16.19,0,0.305,Hybrid-synthetic (modeled from literature distributions)
R007959,Terminalia brownii var5,Terminalia (var5),tree,Asia,Thailand,2018,15.722,74.869,0.622,5482.125,1844.28,3443.41,12625.837,3.4434,12.6258,0.1,0.33,0.01,3.259,80.311,2.603,23.75,1552.1,Sandy,1.744,825.0,48.083005,98.760112,16.21,campus,74.27,moderate,NT,0.818,27.63,0,0.258,Hybrid-synthetic (modeled from literature distributions)
R007960,Delonix regia var3,Flame tree (var3),tree,Oceania,Fiji,2023,4.415,89.257,0.669,2354.183,501.07,1341.969,4920.553,44.0026,161.3429,3.28,1.3,0.0294,2.392,32.736,1.529,12.11,911.5,Silty,4.733,547.0,23.008227,160.244082,36.08,urban_park,54.87,none,LC,0.465,1.85,1,0.084,Hybrid-synthetic (modeled from literature distributions)
R007961,Albizia saman var7,Rain tree (var7),tree,North America,Canada,2008,19.589,6.678,0.59,51.55,12.999,30.338,111.239,2.1175,7.7642,6.98,-1.85,0.0256,4.21,37.417,1.162,8.99,857.5,Silty,1.975,611.6,-31.862995,-112.825353,10.55,roadside,48.33,moderate,NT,0.689,16.83,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007962,Picea abies,Norway spruce (common),tree,Oceania,Fiji,2007,16.712,21.094,0.49,364.229,85.453,211.35,774.951,11.3211,41.5108,5.36,-3.87,0.0214,3.546,41.166,1.27,21.28,796.1,Loam,3.207,43.4,34.313923,-89.391287,38.74,roadside,41.6,none,LC,0.255,34.72,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007963,Zinnia elegans var2,Zinnia (var2),flower,Africa,Uganda,2013,0.943,0.0,,0.154,0.027,0.085,0.312,0.038,0.1395,44.65,-0.41,0.1542,1.059,0.01,0.268,17.1,1179.9,Chalky,3.802,0.0,24.80392,-150.201824,41.79,natural_forest,119.33,low,NT,0.104,23.36,0,0.229,Hybrid-synthetic (modeled from literature distributions)
R007964,Hibiscus rosa-sinensis,Hibiscus (common),flower,North America,United States,2020,0.15,0.0,,0.01,0.002,0.006,0.021,0.001,0.0038,17.98,-0.59,0.2936,1.103,0.427,0.263,14.22,381.4,Peaty,2.073,177.7,41.838601,-174.394956,45.44,roadside,50.28,low,NT,0.522,14.98,0,0.043,Hybrid-synthetic (modeled from literature distributions)
R007965,Quercus robur var4,English oak (var4),tree,South America,Chile,2007,19.138,47.409,0.587,2525.324,668.673,1501.179,5504.321,34.1019,125.0403,2.27,-3.96,0.0571,4.776,1.0,2.679,13.54,1270.2,Sandy,0.841,753.1,-34.830326,-62.917524,80.41,residential_yard,20.19,moderate,NT,0.795,22.18,0,0.125,Hybrid-synthetic (modeled from literature distributions)
R007966,Betula pendula var8,Silver birch (var8),tree,North America,Mexico,2024,12.33,18.911,0.566,249.495,87.064,158.183,580.003,8.1332,29.8218,5.14,4.16,0.0245,1.499,28.641,0.76,11.34,1363.1,Loam-Clay,2.441,368.5,-25.697564,97.458732,10.74,urban_park,64.05,low,VU,0.644,2.97,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007967,Cedrus deodara var6,Deodar cedar (var6),tree,Asia,China,2023,14.969,30.54,0.581,811.077,229.719,489.174,1793.639,8.2208,30.1431,1.68,1.33,0.0262,5.687,83.847,0.866,25.04,699.2,Loam,1.749,113.3,-45.036198,-32.112589,13.75,community_garden,18.41,moderate,DD,0.689,5.11,0,0.246,Hybrid-synthetic (modeled from literature distributions)
R007968,Tectona grandis var7,Teak (var7),tree,Europe,Spain,2010,29.899,11.753,0.547,225.777,51.36,130.255,477.6,8.4265,30.8972,6.47,-0.69,0.0257,3.335,110.401,0.815,7.44,1084.4,Silty,2.333,340.5,-1.594868,-98.446305,12.63,natural_forest,14.37,high,CR,0.862,3.05,1,0.361,Hybrid-synthetic (modeled from literature distributions)
R007969,Ficus benjamina var2,Weeping fig (var2),tree,Oceania,Fiji,2010,6.062,20.042,0.606,147.679,42.334,89.306,327.456,3.2048,11.7509,3.59,1.09,0.0206,2.756,25.563,1.79,19.42,1075.3,Peaty,0.448,471.7,-9.060883,-16.327495,69.24,urban_park,32.66,none,LC,0.283,9.98,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007970,Alnus glutinosa,Alder (common),tree,South America,Chile,2021,8.789,41.05,0.462,684.532,196.718,414.187,1518.687,1.9692,7.2204,0.48,3.17,0.0334,2.329,25.996,3.152,15.78,1142.7,Clay,2.38,718.2,45.198619,114.217303,13.85,campus,12.42,none,VU,0.456,22.13,0,0.282,Hybrid-synthetic (modeled from literature distributions)
R007971,Rosa spp.,Rose (common),flower,Europe,United Kingdom,2002,0.188,0.0,,0.289,0.033,0.152,0.556,0.0759,0.2783,50.09,-5.43,0.1771,1.435,0.499,0.428,21.07,1156.1,Loam-Clay,2.531,306.7,31.116914,1.817283,13.64,green_roof,35.14,moderate,NT,0.462,13.47,0,0.395,Hybrid-synthetic (modeled from literature distributions)
R007972,Lantana camara var7,Lantana (var7),flower,Oceania,Fiji,2010,0.518,0.0,,0.17,0.024,0.091,0.334,0.028,0.1026,30.74,-0.52,0.1453,1.314,0.074,0.281,19.45,1661.7,Silty,1.717,329.2,-58.86266,-39.320386,24.21,roadside,14.15,none,EN,0.28,14.63,0,0.453,Hybrid-synthetic (modeled from literature distributions)
R007973,Terminalia brownii,Terminalia (common),tree,South America,Argentina,2019,16.314,17.447,0.437,217.003,57.658,129.091,473.332,2.7258,9.9948,2.11,-2.09,0.0215,4.467,2.998,2.106,15.0,1337.7,Chalky,1.534,5.6,-5.400385,-58.164623,69.87,roadside,43.28,moderate,CR,0.406,29.91,0,0.146,Hybrid-synthetic (modeled from literature distributions)
R007974,Bougainvillea glabra var3,Bougainvillea (var3),flower,Africa,Tanzania,2021,0.833,0.0,,0.01,0.002,0.006,0.02,0.0017,0.0061,30.2,-1.08,0.2145,1.099,0.656,0.205,19.1,492.0,Loam-Clay,1.815,0.0,-50.556488,117.138597,30.86,roadside,44.06,moderate,VU,0.354,8.15,0,0.079,Hybrid-synthetic (modeled from literature distributions)
R007975,Cinnamomum verum var3,Cinnamon (var3),tree,North America,United States,2019,13.062,23.647,0.495,361.461,126.105,229.156,840.238,1.2357,4.531,0.54,1.08,0.048,4.524,82.403,3.529,19.82,842.5,Chalky,1.509,761.7,18.878773,-47.791418,23.32,green_roof,30.14,moderate,LC,0.6,9.45,0,0.359,Hybrid-synthetic (modeled from literature distributions)
R007976,Terminalia brownii,Terminalia (common),tree,Africa,Kenya,2000,10.775,81.995,0.535,3876.484,1086.75,2332.72,8553.306,123.8871,454.2527,5.31,-2.53,0.0114,4.235,74.35,2.614,20.16,1029.2,Loam-Clay,2.781,481.9,-41.870757,101.900411,15.2,natural_forest,14.7,moderate,EN,0.158,11.72,1,0.171,Hybrid-synthetic (modeled from literature distributions)
R007977,Tectona grandis,Teak (common),tree,North America,Canada,2013,20.323,25.175,0.354,455.914,144.701,282.289,1035.06,13.4136,49.1831,4.75,-0.16,0.0187,2.604,63.706,2.543,9.19,617.6,Peaty,3.613,208.8,31.130634,176.947007,5.3,green_roof,60.43,moderate,VU,0.291,4.26,0,0.166,Hybrid-synthetic (modeled from literature distributions)
R007978,Populus nigra var3,Black poplar (var3),tree,Asia,Vietnam,2021,12.33,38.879,0.601,1120.392,364.118,697.72,2558.306,64.9923,238.305,9.31,-0.44,0.01,2.549,56.619,0.5,19.99,2375.6,Silty,2.689,139.9,38.302539,174.90592,39.82,campus,43.29,high,EN,0.683,15.56,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007979,Cinnamomum verum var2,Cinnamon (var2),tree,North America,Canada,2019,8.48,15.756,0.347,73.093,20.936,44.194,162.045,3.0968,11.3551,7.01,-0.42,0.0199,2.211,70.879,2.173,14.62,424.8,Peaty,3.102,606.5,-35.960751,-49.153856,47.22,green_roof,28.62,none,NT,0.516,12.97,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R007980,Salix babylonica var6,Weeping willow (var6),tree,Europe,France,2024,10.862,41.735,0.61,1154.055,242.877,656.558,2407.379,65.3805,239.7284,9.96,1.64,0.0131,3.403,29.729,1.468,10.51,1067.4,Loam-Clay,1.869,21.8,-17.984694,-106.71326,31.77,garden,15.21,low,CR,0.729,25.32,0,0.477,Hybrid-synthetic (modeled from literature distributions)
R007981,Jacaranda mimosifolia var5,Jacaranda (var5),tree,North America,United States,2005,15.453,15.182,0.393,140.012,42.105,85.595,313.848,1.2578,4.6119,1.47,-0.58,0.0106,2.602,57.31,0.702,22.26,1059.3,Silty,2.547,925.3,22.181048,148.912859,12.03,natural_forest,20.85,moderate,CR,0.551,20.84,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007982,Casuarina equisetifolia var7,Casuarina (var7),tree,South America,Brazil,2016,11.576,13.184,0.698,140.466,44.402,86.888,318.589,2.765,10.1384,3.18,-0.25,0.017,4.427,106.683,1.669,25.98,1492.2,Chalky,2.447,1395.7,-8.982574,0.057337,12.5,natural_forest,15.89,none,VU,0.581,11.84,0,0.089,Hybrid-synthetic (modeled from literature distributions)
R007983,Cedrus deodara var6,Deodar cedar (var6),tree,Asia,Thailand,2016,12.702,50.639,0.664,2162.075,462.163,1233.392,4522.437,43.8388,160.7421,3.55,-0.07,0.01,4.41,74.28,0.5,17.74,1385.0,Loam,1.279,448.0,-20.836377,34.822544,29.85,natural_forest,19.95,low,DD,0.298,6.9,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007984,Populus nigra var4,Black poplar (var4),tree,South America,Brazil,2021,17.052,34.405,0.426,860.481,268.38,530.564,1945.403,15.7635,57.7995,2.97,-2.41,0.0509,2.514,44.284,1.263,27.18,2053.8,Clay,2.0,1073.3,-30.457894,12.023456,35.53,campus,27.73,low,LC,0.802,34.79,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007985,Alnus glutinosa,Alder (common),tree,Africa,Ethiopia,2006,13.139,57.45,0.636,2759.426,647.278,1601.151,5870.887,129.3435,474.2595,8.08,-1.01,0.01,5.492,106.337,2.431,25.11,1015.6,Sandy,2.13,1530.1,-40.229486,-92.87741,42.51,campus,42.32,moderate,EN,0.35,4.45,0,0.134,Hybrid-synthetic (modeled from literature distributions)
R007986,Mangifera indica var3,Mango (var3),tree,Africa,South Africa,2000,8.413,45.13,0.324,555.316,146.957,330.068,1210.25,7.7137,28.2836,2.34,2.25,0.014,4.447,86.667,1.654,31.86,1002.3,Loam,2.46,1116.5,0.252055,-15.991368,4.75,community_garden,49.5,moderate,EN,0.209,0.0,0,0.059,Hybrid-synthetic (modeled from literature distributions)
R007987,Milicia excelsa,Iroko (common),tree,Europe,France,2014,20.002,39.401,0.406,1260.934,440.342,799.6,2931.865,60.3969,221.4552,7.55,2.49,0.01,4.6,52.42,1.175,7.11,360.7,Loam-Clay,0.721,205.5,19.703374,96.328025,41.51,campus,11.05,high,NT,0.565,19.89,1,0.209,Hybrid-synthetic (modeled from literature distributions)
R007988,Prunus africana var2,African cherry (var2),tree,Asia,Thailand,2023,20.594,29.224,0.749,1317.527,417.97,815.684,2990.84,49.8072,182.6262,6.11,-2.3,0.0192,4.488,4.89,1.853,32.41,1897.3,Sandy,1.853,455.7,29.942259,-58.578085,26.92,community_garden,18.34,high,LC,0.234,21.11,0,0.029,Hybrid-synthetic (modeled from literature distributions)
R007989,Prunus domestica,Plum (common),tree,South America,Peru,2005,3.236,24.172,0.481,91.001,25.183,54.606,200.223,1.8798,6.8927,3.44,3.17,0.0125,2.111,78.849,1.685,19.97,1591.2,Clay,1.777,402.4,-36.101971,79.014155,19.08,green_roof,45.55,moderate,DD,0.805,6.94,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007990,Milicia excelsa var5,Iroko (var5),tree,Africa,Uganda,2020,9.033,5.889,0.379,11.877,2.404,6.712,24.611,0.036,0.1318,0.54,-0.98,0.0359,3.17,109.643,0.5,30.1,879.8,Chalky,2.144,524.3,23.434479,-99.289039,10.83,green_roof,26.56,high,VU,0.391,10.82,1,0.31,Hybrid-synthetic (modeled from literature distributions)
R007991,Quercus robur var8,English oak (var8),tree,South America,Colombia,2009,14.845,23.424,0.674,549.034,141.102,324.364,1189.334,8.9888,32.9588,2.77,-0.72,0.0185,3.801,92.534,2.503,14.75,1712.6,Silty,1.525,0.0,11.403809,132.994679,56.84,residential_yard,51.97,none,EN,0.277,0.0,0,0.416,Hybrid-synthetic (modeled from literature distributions)
R007992,Milicia excelsa var4,Iroko (var4),tree,South America,Colombia,2004,6.348,40.449,0.614,637.82,155.907,373.051,1367.855,2.1479,7.8757,0.58,0.77,0.0233,3.678,61.984,1.399,21.93,1835.0,Peaty,0.473,0.0,-4.140584,141.853518,58.22,natural_forest,40.92,none,DD,0.741,32.79,0,0.167,Hybrid-synthetic (modeled from literature distributions)
R007993,Hibiscus rosa-sinensis var2,Hibiscus (var2),flower,Europe,Spain,2010,0.349,0.0,,0.01,0.001,0.005,0.019,0.0018,0.0065,33.56,-1.53,0.1423,0.573,1.36,0.353,16.13,1057.6,Silty,3.411,88.4,17.219631,-11.440891,6.83,community_garden,88.66,none,EN,0.132,21.95,1,0.214,Hybrid-synthetic (modeled from literature distributions)
R007994,Mangifera indica var8,Mango (var8),tree,South America,Peru,2023,15.388,43.687,0.678,1990.152,679.559,1254.764,4600.801,1.2548,4.6008,0.1,1.68,0.0553,3.851,3.967,3.185,14.97,699.1,Clay,2.331,395.0,44.935068,-125.173869,48.28,residential_yard,39.14,low,VU,0.402,9.62,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007995,Mangifera indica var8,Mango (var8),tree,Africa,Nigeria,2001,1.684,28.001,0.399,52.7,16.275,32.418,118.868,2.7204,9.9747,8.39,-2.19,0.0315,3.169,18.025,1.123,24.23,550.7,Peaty,1.078,814.0,-8.83201,-46.81331,44.21,green_roof,32.77,moderate,VU,0.527,1.28,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007996,Ginkgo biloba,Ginkgo (common),tree,Africa,Nigeria,2021,11.921,11.955,0.25,42.596,8.728,24.122,88.448,1.1726,4.2997,4.86,-0.87,0.0131,3.192,7.454,1.353,30.57,1321.5,Loam,2.662,761.6,-34.266281,168.886091,14.8,residential_yard,32.82,none,VU,0.135,0.0,0,0.189,Hybrid-synthetic (modeled from literature distributions)
R007997,Albizia saman var3,Rain tree (var3),tree,South America,Colombia,2007,11.546,23.599,0.522,335.437,117.397,212.832,780.384,7.716,28.2921,3.63,-4.46,0.01,2.219,105.031,1.731,17.06,924.3,Clay,0.1,281.6,2.337945,28.827595,42.06,residential_yard,45.39,none,LC,0.455,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R007998,Cinnamomum verum var3,Cinnamon (var3),tree,Africa,Ethiopia,2014,25.34,39.557,0.381,1511.218,521.302,955.284,3502.709,46.2727,169.6665,4.84,-3.22,0.0111,3.546,61.032,1.787,21.44,1628.2,Sandy,4.416,365.5,-0.822431,-44.306225,62.49,natural_forest,12.53,moderate,CR,0.848,11.21,1,0.161,Hybrid-synthetic (modeled from literature distributions)
R007999,Mangifera indica var5,Mango (var5),tree,Europe,France,2010,17.342,20.346,0.535,383.76,81.541,218.692,801.869,19.477,71.4158,8.91,0.22,0.0212,5.395,59.727,0.722,5.28,623.2,Loam,2.404,317.5,-37.309491,-70.726292,3.05,campus,24.24,high,DD,0.802,25.95,0,0.167,Hybrid-synthetic (modeled from literature distributions)
R008000,Moringa oleifera var3,Moringa (var3),tree,Asia,India,2003,11.073,29.752,0.662,649.067,207.968,402.806,1476.957,0.4028,1.477,0.1,-2.89,0.01,3.794,58.442,0.5,26.08,612.0,Loam-Clay,2.028,381.2,-7.89931,134.808487,24.45,green_roof,110.53,high,CR,0.807,30.11,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R008001,Jacaranda mimosifolia,Jacaranda (common),tree,Europe,Spain,2021,10.061,51.786,0.407,1098.98,325.691,669.595,2455.183,11.2907,41.3994,1.69,-0.67,0.0333,2.821,73.008,0.5,10.28,688.6,Sandy,0.674,10.6,43.863125,-175.315879,39.49,natural_forest,33.29,moderate,LC,0.246,15.15,0,0.004,Hybrid-synthetic (modeled from literature distributions)
R008002,Moringa oleifera var4,Moringa (var4),tree,North America,United States,2006,17.135,59.075,0.568,3397.45,823.053,1983.636,7273.333,130.5255,478.5935,6.58,-0.65,0.0368,3.811,1.0,2.222,15.77,1604.7,Silty,1.497,878.1,44.451604,35.051525,42.86,natural_forest,30.31,moderate,LC,0.247,10.17,0,0.094,Hybrid-synthetic (modeled from literature distributions)
R008003,Delonix regia var6,Flame tree (var6),tree,Asia,Indonesia,2002,13.657,22.044,0.41,272.399,87.292,169.055,619.867,3.8317,14.0497,2.27,2.28,0.0245,5.12,68.043,1.315,18.66,2186.1,Chalky,1.227,710.3,48.193261,-9.203854,42.81,community_garden,14.67,none,LC,0.821,0.47,0,0.125,Hybrid-synthetic (modeled from literature distributions)
R008004,Quercus robur var3,English oak (var3),tree,North America,United States,2018,11.911,28.878,0.809,803.3,219.301,480.623,1762.283,8.4717,31.0629,1.76,-0.04,0.0195,2.872,93.993,1.985,5.01,946.5,Clay,3.01,90.3,4.580184,-60.908261,28.88,community_garden,17.86,none,DD,0.523,27.06,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R008005,Casuarina equisetifolia var2,Casuarina (var2),tree,Europe,United Kingdom,2009,9.408,26.961,0.498,340.838,90.713,202.829,743.707,10.791,39.567,5.32,-0.27,0.0279,1.265,85.994,1.323,6.44,390.5,Peaty,1.059,405.7,-36.463323,-36.326196,19.87,green_roof,13.8,none,VU,0.128,19.92,0,0.027,Hybrid-synthetic (modeled from literature distributions)
